Contract Count,ID,LGA,Population,SEIFA,TargetedGroup,Service,Agency,Indigenous,Year
1,1-2164473843,Penrith,194134,71,110 All (general population),A07.2. Community/group devel. & support,FACS,Non Indigenous,"""2013"""
1,1-2170274131,Parramatta,189932,73,110 All (general population),A07.2. Community/group devel. & support,FACS,Non Indigenous,"""2013"""
1,1-2172106659,Eurobodalla,37643,35,213 Families (parenting assistance),A02.5 Family and child assistance,FACS,Non Indigenous,"""2013"""
1,1-2172106659,Eurobodalla,37643,35,122 Youth,A02.5 Family and child assistance,FACS,Non Indigenous,"""2013"""
1,1-2172107161,Goulburn Mulwaree,29376,40,213 Families (parenting assistance),A02.5 Family and child assistance,FACS,Non Indigenous,"""2013"""
1,1-2172107161,Goulburn Mulwaree,29376,40,122 Youth,A02.5 Family and child assistance,FACS,Non Indigenous,"""2013"""
1,1-2172107161,Yass Valley,16433,88,213 Families (parenting assistance),A02.5 Family and child assistance,FACS,Non Indigenous,"""2013"""
1,1-2172107161,Yass Valley,16433,88,122 Youth,A02.5 Family and child assistance,FACS,Non Indigenous,"""2013"""
1,1-2172421821,Strathfield,39481,84,213 Families (parenting assistance),A02.5 Family and child assistance,FACS,Non Indigenous,"""2013"""
1,1-2172421821,Strathfield,39481,84,122 Youth,A02.5 Family and child assistance,FACS,Non Indigenous,"""2013"""
1,1-2172870071,Fairfield,203109,4,392 Victims of domestic violence,A07.2. Community/group devel. & support,FACS,Non Indigenous,"""2013"""
1,1-2172890961,Waverley,71769,92,392 Victims of domestic violence,A07.2. Community/group devel. & support,FACS,Non Indigenous,"""2013"""
1,1-2172972104,Botany Bay,44742,69,392 Victims of domestic violence,A07.2. Community/group devel. & support,FACS,Non Indigenous,"""2013"""
1,1-2172972104,Randwick,143776,88,392 Victims of domestic violence,A07.2. Community/group devel. & support,FACS,Non Indigenous,"""2013"""
1,1-2173157721,Campbelltown,156572,38,213 Families (parenting assistance),A02.5 Family and child assistance,FACS,Non Indigenous,"""2013"""
1,1-2173157721,Campbelltown,156572,38,122 Youth,A02.5 Family and child assistance,FACS,Non Indigenous,"""2013"""
1,1-2173200975,Liverpool,199928,58,213 Families (parenting assistance),A02.5 Family and child assistance,FACS,Non Indigenous,"""2013"""
1,1-2173200975,Liverpool,199928,58,122 Youth,A02.5 Family and child assistance,FACS,Non Indigenous,"""2013"""
1,1-2173201328,Bankstown,200357,44,213 Families (parenting assistance),A02.5 Family and child assistance,FACS,Non Indigenous,"""2013"""
1,1-2173201328,Bankstown,200357,44,122 Youth,A02.5 Family and child assistance,FACS,Non Indigenous,"""2013"""
1,1-2173408907,Botany Bay,44742,69,213 Families (parenting assistance),A02.5 Family and child assistance,FACS,Non Indigenous,"""2013"""
1,1-2173408907,Botany Bay,44742,69,122 Youth,A02.5 Family and child assistance,FACS,Non Indigenous,"""2013"""
1,1-2173408907,Hunters Hill,14689,95,213 Families (parenting assistance),A02.5 Family and child assistance,FACS,Non Indigenous,"""2013"""
1,1-2173408907,Hunters Hill,14689,95,122 Youth,A02.5 Family and child assistance,FACS,Non Indigenous,"""2013"""
1,1-2173408907,Lane Cove,34807,99,213 Families (parenting assistance),A02.5 Family and child assistance,FACS,Non Indigenous,"""2013"""
1,1-2173408907,Lane Cove,34807,99,122 Youth,A02.5 Family and child assistance,FACS,Non Indigenous,"""2013"""
1,1-2173408907,Manly,44786,96,213 Families (parenting assistance),A02.5 Family and child assistance,FACS,Non Indigenous,"""2013"""
1,1-2173408907,Manly,44786,96,122 Youth,A02.5 Family and child assistance,FACS,Non Indigenous,"""2013"""
1,1-2173408907,Mosman,30276,99,213 Families (parenting assistance),A02.5 Family and child assistance,FACS,Non Indigenous,"""2013"""
1,1-2173408907,Mosman,30276,99,122 Youth,A02.5 Family and child assistance,FACS,Non Indigenous,"""2013"""
1,1-2173408907,North Sydney,71025,97,213 Families (parenting assistance),A02.5 Family and child assistance,FACS,Non Indigenous,"""2013"""
1,1-2173408907,North Sydney,71025,97,122 Youth,A02.5 Family and child assistance,FACS,Non Indigenous,"""2013"""
1,1-2173408907,Randwick,143776,88,213 Families (parenting assistance),A02.5 Family and child assistance,FACS,Non Indigenous,"""2013"""
1,1-2173408907,Randwick,143776,88,122 Youth,A02.5 Family and child assistance,FACS,Non Indigenous,"""2013"""
1,1-2173408907,Warringah,155289,91,213 Families (parenting assistance),A02.5 Family and child assistance,FACS,Non Indigenous,"""2013"""
1,1-2173408907,Warringah,155289,91,122 Youth,A02.5 Family and child assistance,FACS,Non Indigenous,"""2013"""
1,1-2173408907,Waverley,71769,92,213 Families (parenting assistance),A02.5 Family and child assistance,FACS,Non Indigenous,"""2013"""
1,1-2173408907,Waverley,71769,92,122 Youth,A02.5 Family and child assistance,FACS,Non Indigenous,"""2013"""
1,1-2173408907,Willoughby,74166,94,213 Families (parenting assistance),A02.5 Family and child assistance,FACS,Non Indigenous,"""2013"""
1,1-2173408907,Willoughby,74166,94,122 Youth,A02.5 Family and child assistance,FACS,Non Indigenous,"""2013"""
1,1-2173408907,Woollahra,58619,98,213 Families (parenting assistance),A02.5 Family and child assistance,FACS,Non Indigenous,"""2013"""
1,1-2173408907,Woollahra,58619,98,122 Youth,A02.5 Family and child assistance,FACS,Non Indigenous,"""2013"""
1,1-2173628871,Auburn,85446,41,213 Families (parenting assistance),A02.5 Family and child assistance,FACS,Non Indigenous,"""2013"""
1,1-2173628871,Auburn,85446,41,122 Youth,A02.5 Family and child assistance,FACS,Non Indigenous,"""2013"""
1,1-2174431327,Bathurst,41682,68,213 Families (parenting assistance),A02.5 Family and child assistance,FACS,Non Indigenous,"""2013"""
1,1-2174431327,Bathurst,41682,68,122 Youth,A02.5 Family and child assistance,FACS,Non Indigenous,"""2013"""
1,1-2174988832,Newcastle,160021,72,213 Families (parenting assistance),A02.5 Family and child assistance,FACS,Non Indigenous,"""2013"""
1,1-2174988832,Newcastle,160021,72,122 Youth,A02.5 Family and child assistance,FACS,Non Indigenous,"""2013"""
1,1-2178276692,Ballina,41644,65,213 Families (parenting assistance),A02.5 Family and child assistance,FACS,Non Indigenous,"""2013"""
1,1-2178276692,Ballina,41644,65,122 Youth,A02.5 Family and child assistance,FACS,Non Indigenous,"""2013"""
1,1-2178276692,Byron,32119,64,213 Families (parenting assistance),A02.5 Family and child assistance,FACS,Non Indigenous,"""2013"""
1,1-2178276692,Byron,32119,64,122 Youth,A02.5 Family and child assistance,FACS,Non Indigenous,"""2013"""
1,1-2178276692,Kyogle,9531,8,213 Families (parenting assistance),A02.5 Family and child assistance,FACS,Non Indigenous,"""2013"""
1,1-2178276692,Kyogle,9531,8,122 Youth,A02.5 Family and child assistance,FACS,Non Indigenous,"""2013"""
1,1-2178276692,Lismore,44629,43,213 Families (parenting assistance),A02.5 Family and child assistance,FACS,Non Indigenous,"""2013"""
1,1-2178276692,Lismore,44629,43,122 Youth,A02.5 Family and child assistance,FACS,Non Indigenous,"""2013"""
1,1-2178276692,Richmond Valley,22983,5,213 Families (parenting assistance),A02.5 Family and child assistance,FACS,Non Indigenous,"""2013"""
1,1-2178276692,Richmond Valley,22983,5,122 Youth,A02.5 Family and child assistance,FACS,Non Indigenous,"""2013"""
1,1-2198571209,Campbelltown,156572,38,110 All (general population),A07.2. Community/group devel. & support,FACS,Non Indigenous,"""2013"""
1,1-2198617770,Cessnock,54979,19,110 All (general population),A07.2. Community/group devel. & support,FACS,Non Indigenous,"""2013"""
1,1-2198617770,Dungog,9108,63,110 All (general population),A07.2. Community/group devel. & support,FACS,Non Indigenous,"""2013"""
1,1-2198617770,Kempsey,29643,3,110 All (general population),A07.2. Community/group devel. & support,FACS,Non Indigenous,"""2013"""
1,1-2198617770,Maitland,75170,70,110 All (general population),A07.2. Community/group devel. & support,FACS,Non Indigenous,"""2013"""
1,1-2198617770,Muswellbrook,17045,51,110 All (general population),A07.2. Community/group devel. & support,FACS,Non Indigenous,"""2013"""
1,1-2198617770,Nambucca,19655,6,110 All (general population),A07.2. Community/group devel. & support,FACS,Non Indigenous,"""2013"""
1,1-2198617770,Newcastle,160021,72,110 All (general population),A07.2. Community/group devel. & support,FACS,Non Indigenous,"""2013"""
1,1-2198617770,Port Stephens,69728,58,110 All (general population),A07.2. Community/group devel. & support,FACS,Non Indigenous,"""2013"""
1,1-2198617770,Singleton,23884,76,110 All (general population),A07.2. Community/group devel. & support,FACS,Non Indigenous,"""2013"""
1,1-2198617770,Upper Hunter,14658,56,110 All (general population),A07.2. Community/group devel. & support,FACS,Non Indigenous,"""2013"""
1,1-2198617770,Wyong,159015,37,110 All (general population),A07.2. Community/group devel. & support,FACS,Non Indigenous,"""2013"""
1,1-2243687881,Auburn,85446,41,"215 Families (adoption, foster care, respite)",A02.4 Out of home care,FACS,Non Indigenous,"""2013"""
1,1-2243687881,Blacktown,332424,61,"215 Families (adoption, foster care, respite)",A02.4 Out of home care,FACS,Non Indigenous,"""2013"""
1,1-2243687881,Blue Mountains,79688,82,"215 Families (adoption, foster care, respite)",A02.4 Out of home care,FACS,Non Indigenous,"""2013"""
1,1-2243687881,Hawkesbury,65527,77,"215 Families (adoption, foster care, respite)",A02.4 Out of home care,FACS,Non Indigenous,"""2013"""
1,1-2243687881,Holroyd,111100,60,"215 Families (adoption, foster care, respite)",A02.4 Out of home care,FACS,Non Indigenous,"""2013"""
1,1-2243687881,Lithgow,21249,15,"215 Families (adoption, foster care, respite)",A02.4 Out of home care,FACS,Non Indigenous,"""2013"""
1,1-2243687881,Parramatta,189932,73,"215 Families (adoption, foster care, respite)",A02.4 Out of home care,FACS,Non Indigenous,"""2013"""
1,1-2243687881,Penrith,194134,71,"215 Families (adoption, foster care, respite)",A02.4 Out of home care,FACS,Non Indigenous,"""2013"""
1,1-2250200944,Kiama,21314,84,"215 Families (adoption, foster care, respite)",A02.4 Out of home care,FACS,Non Indigenous,"""2013"""
1,1-2250200944,Shoalhaven,99016,41,"215 Families (adoption, foster care, respite)",A02.4 Out of home care,FACS,Non Indigenous,"""2013"""
1,1-2277855491,Cessnock,54979,19,213 Families (parenting assistance),A02.2 Child protection,FACS,Non Indigenous,"""2013"""
1,1-2277855491,Dungog,9108,63,213 Families (parenting assistance),A02.2 Child protection,FACS,Non Indigenous,"""2013"""
1,1-2277855491,Lake Macquarie,202676,69,213 Families (parenting assistance),A02.2 Child protection,FACS,Non Indigenous,"""2013"""
1,1-2277855491,Maitland,75170,70,213 Families (parenting assistance),A02.2 Child protection,FACS,Non Indigenous,"""2013"""
1,1-2277855491,Muswellbrook,17045,51,213 Families (parenting assistance),A02.2 Child protection,FACS,Non Indigenous,"""2013"""
1,1-2277855491,Newcastle,160021,72,213 Families (parenting assistance),A02.2 Child protection,FACS,Non Indigenous,"""2013"""
1,1-2277855491,Port Stephens,69728,58,213 Families (parenting assistance),A02.2 Child protection,FACS,Non Indigenous,"""2013"""
1,1-2277855491,Upper Hunter,14658,56,213 Families (parenting assistance),A02.2 Child protection,FACS,Non Indigenous,"""2013"""
1,1-2277855661,Wyong,159015,37,213 Families (parenting assistance),A02.2 Child protection,FACS,Non Indigenous,"""2013"""
1,1-2278682091,Blacktown,332424,61,213 Families (parenting assistance),A02.2 Child protection,FACS,Non Indigenous,"""2013"""
1,1-2278682091,Penrith,194134,71,213 Families (parenting assistance),A02.2 Child protection,FACS,Non Indigenous,"""2013"""
1,1-2279027171,Bankstown,200357,44,213 Families (parenting assistance),A02.2 Child protection,FACS,Non Indigenous,"""2013"""
1,1-2279027171,Campbelltown,156572,38,213 Families (parenting assistance),A02.2 Child protection,FACS,Non Indigenous,"""2013"""
1,1-2279027171,Fairfield,203109,4,213 Families (parenting assistance),A02.2 Child protection,FACS,Non Indigenous,"""2013"""
1,1-2279027171,Liverpool,199928,58,213 Families (parenting assistance),A02.2 Child protection,FACS,Non Indigenous,"""2013"""
1,1-2279841781,Tamworth,60495,45,213 Families (parenting assistance),A02.2 Child protection,FACS,Non Indigenous,"""2013"""
1,28826-01,Cessnock,54979,19,214 Families (aged or disability care),A02.6 Carer support,FACS,Non Indigenous,"""2013"""
1,28826-01,Dungog,9108,63,214 Families (aged or disability care),A02.6 Carer support,FACS,Non Indigenous,"""2013"""
1,28826-01,Lake Macquarie,202676,69,214 Families (aged or disability care),A02.6 Carer support,FACS,Non Indigenous,"""2013"""
1,28826-01,Maitland,75170,70,214 Families (aged or disability care),A02.6 Carer support,FACS,Non Indigenous,"""2013"""
1,28826-01,Muswellbrook,17045,51,214 Families (aged or disability care),A02.6 Carer support,FACS,Non Indigenous,"""2013"""
1,28826-01,Newcastle,160021,72,214 Families (aged or disability care),A02.6 Carer support,FACS,Non Indigenous,"""2013"""
1,28826-01,Port Stephens,69728,58,214 Families (aged or disability care),A02.6 Carer support,FACS,Non Indigenous,"""2013"""
1,28826-01,Singleton,23884,76,214 Families (aged or disability care),A02.6 Carer support,FACS,Non Indigenous,"""2013"""
1,28826-01,Upper Hunter,14658,56,214 Families (aged or disability care),A02.6 Carer support,FACS,Non Indigenous,"""2013"""
1,29000-01,Ashfield,44498,80,360 Daily living assistance (multiple needs),A01.3 Community living support,FACS,Non Indigenous,"""2013"""
1,29000-01,Burwood,36053,79,360 Daily living assistance (multiple needs),A01.3 Community living support,FACS,Non Indigenous,"""2013"""
1,29000-01,Canada Bay,87480,90,360 Daily living assistance (multiple needs),A01.3 Community living support,FACS,Non Indigenous,"""2013"""
1,29000-01,Canterbury,150626,34,360 Daily living assistance (multiple needs),A01.3 Community living support,FACS,Non Indigenous,"""2013"""
1,29000-01,Leichhardt,58136,93,360 Daily living assistance (multiple needs),A01.3 Community living support,FACS,Non Indigenous,"""2013"""
1,29000-01,Marrickville,83356,83,360 Daily living assistance (multiple needs),A01.3 Community living support,FACS,Non Indigenous,"""2013"""
1,29000-01,Strathfield,39481,84,360 Daily living assistance (multiple needs),A01.3 Community living support,FACS,Non Indigenous,"""2013"""
1,29115-01,Balranald,2400,22,214 Families (aged or disability care),A02.6 Carer support,FACS,Non Indigenous,"""2013"""
1,29115-01,Bogan,3076,26,214 Families (aged or disability care),A02.6 Carer support,FACS,Non Indigenous,"""2013"""
1,29115-01,Bourke,2973,25,214 Families (aged or disability care),A02.6 Carer support,FACS,Non Indigenous,"""2013"""
1,29115-01,Brewarrina,1931,1,214 Families (aged or disability care),A02.6 Carer support,FACS,Non Indigenous,"""2013"""
1,29115-01,Broken Hill,19048,6,214 Families (aged or disability care),A02.6 Carer support,FACS,Non Indigenous,"""2013"""
1,29115-01,Central Darling,2065,2,214 Families (aged or disability care),A02.6 Carer support,FACS,Non Indigenous,"""2013"""
1,29115-01,Cobar,5111,39,214 Families (aged or disability care),A02.6 Carer support,FACS,Non Indigenous,"""2013"""
1,29115-01,Coonamble,4292,4,214 Families (aged or disability care),A02.6 Carer support,FACS,Non Indigenous,"""2013"""
1,29115-01,Dubbo,41573,54,214 Families (aged or disability care),A02.6 Carer support,FACS,Non Indigenous,"""2013"""
1,29115-01,Gilgandra,4440,11,214 Families (aged or disability care),A02.6 Carer support,FACS,Non Indigenous,"""2013"""
1,29115-01,Mid-Western,24017,47,214 Families (aged or disability care),A02.6 Carer support,FACS,Non Indigenous,"""2013"""
1,29115-01,Narromine,6854,19,214 Families (aged or disability care),A02.6 Carer support,FACS,Non Indigenous,"""2013"""
1,29115-01,Unincorporated NSW,1122,76,214 Families (aged or disability care),A02.6 Carer support,FACS,Non Indigenous,"""2013"""
1,29115-01,Walgett,6840,2,214 Families (aged or disability care),A02.6 Carer support,FACS,Non Indigenous,"""2013"""
